ID,Lloc,Data,Hora,P.1,P.1.1,P.1.2,P.2,P.3,P.4,P.5,P.6.1,P.6.2,P.7.1,P.7.2,P.7.3,P.8.1,P.8.2,P.8.3,P.8.4,P.8.5,P.8.6,P.8.7,P.8.8,P.8.9,P.8.10,P.8.11,P.8.12,P.8.13,P.9.1,P.9.2,P.9.3,P.9.4,P.9.5,P.9.6,P.9.7,P.9.8,P.9.9,P.9.10,P.9.11,P.9.12,P.9.13,P.9.14,P.9.15,P.9.16,P.9.17,P.9.18,P.9.19,P.9.20,P.9.21,P.9.22,P.10,P.11,P.12,P.12.1,P.12.2,P.13.1,P.13.2,P.13.3,P.13.4,P.13.5,P.13.6,P.13.7,P.13.8,P.13.9,P.13.10,P.13.11,P.13.12,P.13.13,P.13.14,P.14,P.15,P.16,P.17.1,P.17.2,Observacions
,1,2013-11-19,10:45:00,2,2,21,1,1,2,20,2,3,Sida,Herpes,Embaràs,4,4,4,3,3,2,2,3,2,3,2,3,2,2,2,2,2,1,1,1,3,1,1,3,3,2,1,3,3,1,3,2,3,3,3,16,1,2,NA,NA,2,2,2,1,1,1,1,2,2,2,1,2,11,6,3,2,1,4,3,
,1,2013-11-19,11:05:00,2,2,21,1,1,2,20,1,2,Sida,Herpes,Embaras,4,4,4,4,4,3,1,4,2,4,1,4,2,3,3,2,2,2,1,2,3,2,1,3,3,2,1,3,3,1,3,3,3,3,3,19,1,2,NA,NA,2,2,1,1,2,1,1,1,1,2,1,2,2,6,2,3,2,3,3,
,1,2013-11-19,11:30:00,2,2,21,2,1,3,23,3,5,Sida,"Herpes, Gonorrea,Sifilis",Embaràs,4,4,4,4,3,2,1,4,2,4,1,4,1,2,2,1,2,1,2,1,3,1,1,3,3,1,3,1,3,1,3,1,3,2,1,16,1,1,1,36,1,1,1,1,2,1,1,2,1,2,1,2,1,6,5,2,2,3,2,
,1,2013-11-20,10:00:00,2,2,21,1,1,4,22,3,5,"Sida, sífilis",Herpes,Embaràs,4,4,4,4,4,2,1,3,1,3,1,3,1,3,2,1,1,1,2,1,3,1,1,2,3,1,3,1,3,3,3,3,3,3,3,18,1,1,2,12,2,1,2,1,2,1,1,2,2,2,1,2,11,6,5,3,2,4,4,
,1,2013-11-20,10:30:00,2,2,18,1,1,1,19,5,6,Sida,Gonorrea,Embaràs,4,4,4,3,2,1,1,2,1,2,1,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,2,1,2,2,1,2,2,2,1,2,11,6,1,1,3,2,3,
,1,2013-11-20,10:50:00,2,2,18,2,1,1,18,1,2,"Sida, sífilis","Herpes, gonorrea",Embaràs,3,3,3,3,2,1,1,2,1,3,1,2,1,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,1,1,1,2,1,2,2,2,1,2,2,6,1,1,1,2,2,
,1,2013-11-20,11:20:00,2,2,21,1,1,3,23,3,4,Sida,"Sífilis, herpes",99,4,4,4,4,4,3,2,4,2,4,2,4,2,2,2,1,1,1,2,3,1,1,3,1,2,2,1,3,3,1,3,3,3,3,1,16,2,1,1,6,1,1,1,1,2,2,1,2,1,2,1,2,1,6,5,4,1,4,4,
,1,2013-11-20,11:40:00,2,2,18,2,1,3,22,5,6,Sida,Herpes,Embaràs,4,4,4,4,4,3,2,4,3,4,2,4,3,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,3,2,3,2,3,2,2,15,1,2,NA,NA,1,1,1,1,1,2,1,2,1,1,1,2,1,6,6,4,1,3,1,
,1,NA,NA,2,3,34,1,1,1,18,3,4,"Sida, Sifilis","Herpes, Gonorrea",Embaràs,4,4,3,3,3,2,1,3,1,3,1,3,1,2,2,1,1,1,1,4,2,1,4,1,3,1,2,3,4,1,3,3,3,4,1,15,2,1,1,4,1,1,2,1,1,1,1,2,2,1,1,1,1,4,5,3,2,3,3,Grup 3M
,1,NA,NA,2,3,28,1,1,1,18,3,5,"Sida, Hepatitits",Mononucleosi,99,4,4,4,4,4,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,2,6,NA,NA,1,2,2,
,1,NA,NA,2,3,28,1,1,2,19,3,5,"Sida, Hepatitis","Clamidia, Fongs",99,4,4,2,4,4,4,2,NA,3,4,1,4,1,4,2,1,2,1,2,1,4,4,1,3,4,1,3,3,3,1,4,3,NA,3,1,17,1,1,2,7,1,1,2,2,2,1,1,2,1,1,1,2,7,6,3,1,1,1,2,
,1,NA,NA,2,3,34,1,1,1,18,3,5,"Sida, Gonorrea","Larves, Fongs",99,4,4,3,2,4,2,2,3,2,3,1,3,2,3,2,1,2,1,1,1,4,2,1,2,3,1,3,3,3,1,3,4,NA,3,1,15,1,1,2,36,1,1,2,2,2,2,1,NA,1,1,1,1,11,6,3,1,1,4,4,
,1,NA,NA,2,3,34,1,1,1,18,3,4,"Sida, Gonorrea",Herpes,Transtorns mentals,3,4,4,3,3,3,2,3,2,3,1,3,1,3,2,1,3,1,2,3,3,3,1,3,3,3,2,3,3,1,3,1,3,3,1,15,1,2,NA,NA,2,1,2,2,2,1,1,2,2,2,1,2,2,1,3,2,1,2,2,
,1,NA,NA,2,3,30,1,1,2,19,3,5,Sida,Herpes,Transtorns mentals,4,4,4,3,4,4,3,4,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,2,NA,NA,2,1,2,1,2,2,1,2,2,2,2,2,NA,7,1,1,1,NA,NA,
,1,NA,NA,2,3,34,1,1,1,20,3,5,"Sida, Gonorrea","Fongs, Larves",Transtorns mentals,3,3,3,3,3,2,1,2,1,3,2,3,1,3,3,2,2,2,2,3,3,2,2,3,3,2,2,3,3,3,3,2,3,3,2,17,1,2,NA,NA,1,1,1,1,1,2,1,2,2,1,1,1,2,4,2,2,2,4,4,
,1,NA,NA,2,2,18,2,1,1,21,3,4,Sida,Fongs,99,4,4,4,2,4,3,1,4,1,4,1,4,1,2,2,1,4,1,1,1,3,1,1,2,2,3,1,3,3,1,NA,2,NA,3,1,16,1,2,NA,NA,2,1,1,1,1,1,1,2,2,2,1,1,2,6,3,2,1,4,4,
,1,NA,NA,2,2,20,2,1,3,20,1,5,"Sida, Hepatitits",Herpes,Embaràs,4,4,4,3,4,2,2,NA,NA,3,1,3,1,3,2,1,2,1,1,2,4,1,1,2,3,1,1,3,3,1,3,3,3,3,3,NA,1,1,1,18,2,1,2,1,2,2,1,2,1,2,1,1,7,7,3,2,1,4,4,
,1,NA,NA,2,2,18,2,1,2,19,3,4,Sida,"Infeccions, foncs",99,4,4,4,3,4,2,1,3,1,3,1,3,1,2,3,1,1,1,2,4,4,1,1,3,2,1,3,1,3,2,3,2,3,2,2,15,1,1,1,48,1,1,2,2,2,1,2,2,2,1,1,2,1,9,5,4,1,2,3,
,1,NA,NA,2,2,25,1,1,5,25,5,6,Infeccions,98,99,4,3,3,3,3,3,3,3,2,3,3,3,3,2,2,1,1,1,1,1,3,1,1,2,2,1,1,2,3,2,3,1,3,2,2,13,1,1,2,3,2,2,2,2,2,2,1,2,1,2,2,1,7,9,5,5,1,4,2,
,1,NA,NA,2,2,21,1,1,1,19,3,4,Sida,"Fongs, Candidasis",Embaràs,4,4,4,3,4,4,3,4,4,3,1,3,2,3,1,1,2,1,1,1,3,1,1,3,2,1,3,1,3,2,3,2,4,2,2,16,1,1,2,48,1,1,2,1,2,1,1,2,2,1,1,1,1,6,4,3,1,2,2,
,1,NA,NA,2,2,21,1,1,5,24,3,5,Sida,99,99,4,4,4,4,4,4,2,4,3,3,1,3,1,2,2,1,2,1,1,2,2,3,1,2,2,2,1,NA,NA,1,NA,2,NA,NA,1,13,1,2,NA,NA,1,1,2,1,1,2,1,2,2,1,1,1,NA,NA,5,2,2,3,3,
,1,NA,NA,2,2,20,1,1,2,23,1,3,Sida,Infeccions,98,4,4,4,3,4,2,3,2,1,4,3,3,2,2,2,1,1,2,2,2,4,1,1,2,2,1,2,2,3,3,3,3,3,2,2,16,1,1,2,4,1,1,2,1,1,NA,1,2,1,1,1,1,1,1,4,2,1,4,3,
,1,NA,NA,2,2,21,1,1,3,25,1,2,"Sida, Hepatitits","Infeccions, Gonorrea",98,4,4,3,4,3,2,2,2,1,3,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,NA,1,2,3,2,3,1,3,2,2,16,1,1,2,NA,1,1,2,2,2,1,2,1,1,1,1,1,6,4,5,3,1,2,2,
,1,NA,NA,2,2,19,1,1,3,31,1,3,"Sida, Papiloma","Herpes, Gonorrea",99,4,4,4,4,3,3,2,2,1,3,1,3,1,3,2,2,2,1,1,1,3,3,1,3,2,1,3,1,3,1,3,2,2,3,1,21,1,1,2,1,1,1,1,1,1,1,2,NA,2,1,1,NA,2,6,5,2,2,4,3,
,1,NA,NA,2,2,20,1,1,3,20,3,NA,"Sida, Sífilis",Herpes,99,4,4,4,4,4,4,3,4,4,4,1,4,1,2,3,2,2,2,2,2,3,3,1,3,3,2,2,3,3,1,3,2,3,3,2,18,1,NA,NA,NA,1,1,1,2,2,2,1,2,2,2,2,2,1,6,3,2,2,3,4,
,1,NA,NA,2,2,18,1,1,3,22,3,NA,Sida,98,99,4,4,NA,NA,4,3,3,3,3,4,3,4,1,2,2,1,1,2,4,1,1,1,1,2,3,2,1,3,3,2,3,1,3,2,3,17,1,2,NA,NA,1,1,2,2,2,1,1,2,2,2,1,2,4,3,4,5,1,3,3,
,1,NA,NA,2,2,21,1,1,3,20,3,4,"Sida, Sifilis",Gonorrea,Embaràs,3,3,4,4,3,2,1,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,2,1,2,2,1,1,2,1,2,2,2,6,1,1,2,3,4,
,1,NA,NA,2,2,21,1,1,4,31,3,NA,"Sida, Sifilis",Infeccions,99,4,3,4,2,3,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,3,1,1,2,2,2,2,3,2,1,3,2,3,2,1,18,1,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,7,4,3,1,3,3,
,1,NA,NA,2,2,18,1,1,2,19,5,6,"Sida, Hepatitis",Fongs,Embaràs,4,4,4,4,4,4,3,4,3,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,3,2,3,1,4,1,NA,12,3,2,NA,NA,1,1,1,2,2,2,2,2,2,2,1,1,11,3,6,5,1,2,2,
,1,NA,NA,2,2,18,1,1,3,25,3,5,Sida,98,98,4,4,4,3,4,4,4,4,4,3,1,4,4,2,2,1,1,1,1,1,3,1,1,3,2,1,3,3,3,1,3,3,3,3,1,16,1,1,1,24,1,1,2,1,1,2,1,2,2,1,1,1,4,6,5,2,1,3,4,
,1,NA,NA,2,2,21,2,1,1,18,3,4,"Sida, Gonorrea",Fongs,98,3,4,4,3,4,2,1,2,1,2,1,4,2,2,2,1,2,1,1,1,4,2,1,4,3,1,3,3,3,2,3,1,NA,NA,2,16,1,1,1,24,1,1,2,2,2,2,2,2,2,2,1,2,1,10,5,5,1,3,3,
,1,NA,NA,2,2,21,2,1,2,19,1,5,"Sida, Gonorrea",98,98,4,4,4,4,4,3,2,4,3,4,1,4,1,2,1,1,1,1,1,1,3,1,1,3,2,2,3,3,3,1,3,2,3,3,2,16,1,2,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,2,6,2,3,1,3,2,
,1,NA,NA,2,2,21,1,1,1,20,3,4,"Sida, Gonorrea",Fongs,99,3,4,4,3,4,2,2,2,1,4,2,4,3,2,3,1,2,2,2,2,2,1,1,2,3,1,3,1,2,3,3,3,2,2,1,14,1,1,2,72,1,1,1,1,2,2,1,2,1,2,2,2,7,6,5,2,1,4,3,
,1,NA,NA,2,2,21,1,1,3,23,1,3,Sida,"Herpes, Gonorrea",Embaràs,4,4,3,4,4,3,2,4,2,4,3,4,2,3,2,1,3,1,2,2,2,2,2,2,3,2,2,3,3,1,NA,1,NA,3,1,18,1,2,NA,NA,1,1,1,1,2,1,1,2,1,1,1,2,2,6,3,3,1,3,3,
,1,NA,NA,2,2,21,1,1,4,24,3,4,Sida,"Gonorrea, Herpes",98,4,4,4,4,4,4,3,4,3,4,2,4,1,2,1,1,1,1,1,1,3,1,1,2,3,1,3,1,3,2,3,1,3,2,2,18,1,1,2,72,2,2,2,2,2,2,1,2,1,1,1,1,11,6,4,2,1,3,2,
,1,NA,NA,2,2,18,1,1,3,22,3,4,Sida,Herpes,98,4,4,4,4,4,1,1,4,1,4,1,3,1,1,1,1,2,1,1,2,4,4,1,3,3,1,2,2,3,1,3,2,3,2,1,16,1,1,2,17,1,1,2,1,2,1,1,2,1,1,1,1,11,6,5,2,1,2,2,
,1,NA,NA,2,2,20,2,1,2,19,3,4,Sida,Infeccions,Embaràs,3,4,4,4,4,3,2,2,1,2,2,1,1,4,2,1,1,2,2,2,2,2,2,3,3,1,4,3,3,3,3,3,3,3,1,13,1,2,NA,NA,1,1,2,1,2,2,1,2,1,1,1,1,9,10,2,3,1,3,2,
,1,NA,NA,2,2,20,2,1,1,24,3,4,Sida,"Clamídia, Fongs",Embaràs,3,3,3,3,3,2,2,3,2,3,1,2,1,2,2,1,1,2,1,1,2,1,1,3,3,1,2,3,3,1,3,2,3,2,1,16,1,1,2,42,1,1,2,1,1,1,1,2,2,1,1,1,1,2,5,2,1,2,2,
,1,NA,NA,2,3,34,2,1,1,18,3,6,"Sida, Papiloma","Irritació flora vaginal, Deteriorament parets",Transtorn mental,4,3,3,3,3,2,1,2,1,3,1,1,1,2,2,1,1,1,1,1,3,3,1,3,2,1,3,3,3,3,3,3,3,3,1,16,1,2,NA,NA,1,1,2,1,1,1,1,2,1,1,1,1,1,4,1,1,1,4,4,
,1,NA,NA,2,3,33,1,1,4,21,5,7,"Sida, Papiloma","Herpes, infeccions",Embaràs,4,3,3,2,3,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,3,3,1,3,2,1,2,1,3,2,3,3,3,2,2,17,1,1,2,6,1,1,2,1,1,1,1,2,1,1,1,1,1,1,5,2,2,3,3,
,1,NA,NA,2,2,30,1,1,2,19,3,5,Sida,"Fongs, gonorrea",Embaràs,4,4,4,3,3,3,2,3,2,3,1,2,1,2,2,1,1,1,1,2,3,2,1,3,3,1,2,3,3,1,3,3,3,3,3,18,1,2,NA,NA,1,1,2,2,2,2,1,2,1,2,1,2,1,7,3,2,1,2,2,
,1,NA,NA,2,2,21,1,1,2,19,5,NA,Sida,"Candidasis, Fongs",98,4,3,3,2,3,3,1,2,1,2,1,2,1,2,2,1,1,1,1,3,3,1,1,3,3,1,4,3,3,1,3,2,3,2,2,16,1,1,2,12,1,1,2,1,2,1,1,2,2,2,1,2,1,1,5,2,1,1,2,
,1,NA,NA,2,2,21,2,1,2,19,1,3,Sida,"Candidasis, infeccions",Embaràs,4,4,3,2,3,3,1,3,1,3,1,3,1,3,1,1,1,1,1,2,2,2,1,3,3,1,3,1,3,2,3,2,3,3,2,14,1,1,1,15,1,1,2,1,1,1,1,2,2,1,1,2,1,4,5,2,1,2,1,
,1,NA,NA,2,2,18,2,1,2,19,3,4,"Sida, Papiloma","Fongs, infeccions",Embaràs,4,4,3,3,3,2,2,3,3,3,1,3,2,4,3,1,1,1,1,2,2,2,1,3,2,1,4,3,3,1,3,3,3,3,3,18,1,1,1,36,1,NA,NA,1,1,1,2,2,2,1,2,2,1,1,3,1,1,2,2,
,1,NA,NA,2,2,21,1,1,2,23,1,3,"Sida, infeccions",Infeccions,Embaràs,4,3,3,4,3,2,2,4,2,4,3,4,3,3,2,1,2,1,2,2,2,2,1,2,3,2,2,3,3,1,NA,2,3,3,1,18,1,2,NA,NA,1,1,1,1,NA,1,1,2,1,1,1,2,2,4,4,3,1,3,3,
,1,NA,NA,2,2,21,2,1,2,19,1,2,Sida,Candidasis,Embaràs,4,4,4,4,4,1,1,1,2,3,1,2,1,2,2,1,1,1,2,1,3,1,1,4,3,1,4,3,3,1,3,2,NA,2,2,14,1,1,1,12,1,1,1,1,2,1,1,2,1,1,1,2,1,1,5,2,3,1,3,
,1,NA,NA,2,2,18,2,1,2,18,2,5,"Sida, Sífilis",Infeccions,Embaràs,4,4,4,4,4,3,2,4,4,4,1,4,1,3,2,1,1,2,2,2,3,2,1,3,3,1,3,3,3,1,3,2,3,3,1,14,1,1,1,60,1,1,1,1,1,2,1,2,1,2,1,2,1,7,5,3,1,2,2,
,1,NA,NA,2,2,18,2,1,2,19,3,5,"Sida, Sífilis",Infeccions,Embaràs,4,4,4,4,4,3,2,4,3,4,3,4,3,2,2,1,1,1,1,2,3,2,1,3,1,1,3,1,3,2,NA,2,NA,3,2,16,1,1,1,17,1,1,2,2,1,2,1,2,1,2,1,2,2,7,5,3,1,2,2,
,1,NA,NA,2,3,34,1,1,1,17,3,5,"Sida, Sífilis",Gonorrea,Embaràs,3,3,3,3,3,2,2,3,2,4,2,NA,NA,3,3,1,2,1,1,2,4,2,1,3,3,1,2,3,3,1,3,3,3,3,1,16,1,1,1,16,2,1,2,2,2,1,1,2,2,1,1,2,2,2,3,1,2,2,3,
,1,NA,NA,2,3,29,1,1,3,20,5,6,"Sida, Gonorrea",Fongs,Embaràs,4,3,3,3,3,3,2,2,2,3,1,3,1,2,2,1,1,1,2,2,3,2,1,3,2,2,2,2,1,1,3,2,3,2,1,17,1,2,NA,NA,1,1,1,2,2,NA,1,1,1,1,1,NA,2,2,3,2,2,3,4,
,1,NA,NA,2,3,34,1,1,1,23,1,3,Sida,98,Embaràs,4,4,4,4,3,3,2,3,2,3,2,3,1,2,2,1,1,1,1,1,1,1,1,3,2,1,2,3,2,1,3,4,3,3,1,13,3,2,NA,NA,1,2,2,2,2,1,1,2,1,1,1,1,NA,NA,3,2,1,3,3,
,1,NA,NA,2,2,21,2,1,2,20,2,3,"Sida, Gonorrea",98,Embaràs,3,3,3,3,3,2,2,3,2,3,1,3,1,3,2,1,1,1,1,1,2,2,1,3,1,1,4,3,3,1,3,4,4,2,1,17,1,1,1,21,1,1,NA,1,1,1,1,2,1,1,1,1,2,6,3,2,2,3,2,
,1,NA,NA,2,2,21,2,1,2,19,3,6,"Sida, Hepatitis","Fongs, Larves",98,3,2,3,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,3,2,2,3,3,3,2,3,1,3,2,1,16,1,2,NA,NA,1,1,NA,1,2,1,1,1,1,1,1,1,2,10,2,3,1,2,4,
,1,NA,NA,2,3,34,1,1,2,20,1,2,"Sida, Sífilis","Gonorrea, Herpes",Embaràs,3,4,4,4,4,2,1,3,2,4,1,4,2,2,2,1,1,1,1,1,2,1,1,2,3,1,3,3,3,1,3,2,3,2,1,16,1,1,1,41,1,1,2,1,2,1,1,2,1,1,1,1,1,6,5,3,1,2,3,
,1,NA,NA,2,3,29,2,1,1,18,1,6,"Sida, Hepatitis,","Fongs, Gonorrea",98,NA,4,4,4,3,3,2,3,3,4,2,4,3,4,1,1,1,2,2,3,3,3,1,4,3,1,4,1,3,1,3,2,3,3,NA,17,1,2,NA,NA,1,1,2,1,2,2,1,2,2,2,2,1,2,6,1,2,3,3,3,
,1,NA,NA,2,3,29,2,1,1,20,3,6,"Sida, Sífilis",Fongs,Embaràs,4,4,4,4,4,3,3,4,4,4,1,4,3,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,2,1,3,2,2,2,NA,15,3,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,4,5,4,2,1,3,
,1,NA,NA,2,3,29,1,1,3,24,1,5,"Sida, Papiloma",Gonorrea,Embaràs,3,3,3,2,3,1,1,2,1,2,1,2,1,3,3,1,2,1,2,2,4,2,1,4,4,1,4,3,3,1,3,3,3,3,3,21,1,2,NA,NA,1,1,2,2,2,1,1,2,2,2,1,1,7,6,2,1,3,4,3,
,1,NA,NA,2,2,21,2,1,1,19,1,5,"Sida, Sífilis","Fongs, Herpes",Embaràs,3,3,3,3,3,3,2,3,2,2,1,2,1,3,1,1,2,1,1,1,4,1,1,4,2,1,3,1,3,1,NA,2,NA,2,2,16,1,1,1,44,1,1,2,1,2,1,1,2,2,1,1,1,1,6,4,3,1,2,2,
,NA,NA,NA,2,9,142,2,1,2,21,3,5,"GORRONEA, SIDA, SÍFILIS","CLAMIDIA, LADILLAS","EMBARASSOS, POCA HIGIENE, INTRANQUILIDAD",4,3,4,4,4,4,3,3,2,4,3,4,3,2,2,1,2,1,2,3,3,1,1,2,2,1,2,1,3,2,NA,2,NA,2,2,15,1,1,1,12,1,1,2,1,2,1,1,2,2,1,1,1,4,6,5,3,1,2,2,Grup 4M
,NA,NA,NA,2,9,142,2,1,2,20,1,2,"VPH, SÍFILIS, FONGS, CLAMIDIA, HERPES GENITAL, GORRONEA, VI","PEQUEÑOS HERPES, ERUPCIÓN, PICORES, PEQUEÑO VIRUS","MORATONES, ROZADURAS, ""QUEDARTE EMBARAZADA""",4,4,4,3,3,3,3,3,2,3,1,3,1,3,3,2,2,1,1,2,3,2,1,2,2,1,3,3,NA,1,NA,NA,NA,NA,1,19,1,2,NA,NA,1,1,2,1,1,2,1,NA,1,1,1,1,1,6,1,3,1,3,3,
,NA,NA,NA,2,9,142,2,1,1,22,5,6,"SIDA, GORRONEA, SÍFILIS, PAPILOMA",INFECCIÓ ORINA,EMBARAS NO DESITJAT,4,3,3,3,3,2,1,4,2,3,1,3,1,2,2,1,1,1,1,1,4,1,1,4,2,1,2,2,4,2,4,1,3,2,2,13,1,2,NA,NA,1,1,1,2,1,1,1,2,1,1,1,1,2,3,5,4,2,3,2,
,NA,NA,NA,2,9,142,2,1,1,20,1,5,SIDA,GORRONEA,EMBARAS,4,4,4,4,4,3,2,4,2,4,1,4,1,4,3,1,2,1,1,4,4,1,1,4,3,1,4,2,3,1,4,2,4,2,1,18,1,1,1,6,1,1,2,2,2,2,1,2,2,1,1,1,1,7,4,3,1,3,3,
,NA,NA,NA,2,9,144,2,1,4,26,3,5,"SIDA, PAPILOMA HUMANO, GORRONEA, SÍFILIS, CLAMIDIA, DONOVAN","HERPES GENITALS, CONDILOMAS, VAGINOSIS BACTERIANA, MYCOPLASM","SARNA, EMBARAZO NO DESEADO",3,3,4,4,4,2,1,4,1,4,1,4,1,NA,NA,1,1,1,2,2,NA,2,1,NA,NA,1,NA,3,3,1,4,4,4,NA,1,17,1,1,1,36,1,2,2,2,2,1,1,2,1,1,1,1,10,6,4,1,2,4,2,
,NA,NA,NA,2,9,144,2,1,2,20,3,4,"SIDA, SÍFILIS, CLAMIDIA, GORRONEA",HERPES,"EMBARAS NO DESITJAT, DOLORS",4,4,4,2,4,3,2,4,2,4,1,4,1,2,2,1,1,1,1,1,3,1,1,2,1,2,2,3,3,1,3,1,3,2,2,14,1,2,NA,NA,1,1,1,2,1,1,1,2,2,1,1,1,2,6,4,4,1,3,2,
,NA,NA,NA,2,9,144,2,1,2,21,1,2,"SIDA, SÍFILIS, GORRONEA, CLAMIDIA","HERPES, BERRUGAS, INFECCIONES",EMBARAZO NO DESEADO,4,4,4,4,4,3,2,4,2,4,1,4,3,3,2,1,1,1,1,1,4,2,1,3,3,1,2,1,3,1,3,2,3,3,3,16,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,10,6,5,3,1,2,2,
,NA,NA,NA,2,9,144,2,1,2,22,3,4,"SIDA, GORRONEA, SÍFILIS",HERPES,99,4,3,4,4,4,3,1,4,2,4,1,4,1,3,2,1,1,1,1,1,3,2,1,4,3,1,NA,3,3,1,3,2,3,2,1,18,1,2,NA,NA,1,1,1,2,2,2,1,2,2,1,1,1,3,6,4,3,2,4,4,
,NA,NA,NA,2,9,144,2,1,2,22,3,4,"VIH/SIDA, GORRONEA",BERRUGAS GENITALES,EMBARAZOS,4,4,4,4,3,3,2,3,2,3,2,3,1,3,2,1,2,1,2,2,4,2,1,4,3,1,3,3,3,1,3,2,3,3,1,16,1,1,1,1,1,1,2,2,2,2,1,NA,2,1,1,1,11,11,5,3,1,3,2,
,NA,NA,NA,2,9,144,2,1,2,21,3,4,"SIDA,GORRONEA, SÍFILIS, CLAMIDIA","HONGOS, BERRUGAS","EMBARAZO NO DESEADO, DOLORES",4,4,4,4,3,1,1,3,1,3,1,4,1,2,2,1,1,1,1,1,4,1,1,4,2,1,2,2,4,1,4,1,4,2,1,14,1,1,1,24,1,1,2,1,2,1,1,2,2,1,1,1,4,6,5,3,2,1,2,
,NA,NA,NA,2,9,144,2,1,2,22,3,5,"SIDA, HEPATITIS, SIFILIS, GONORREA, VIH","CANDIDIASIS, LADILLAS, HERPES","INTRANQUILIDAD EMOCIONAL, ESTRÉS",4,2,4,3,3,3,1,3,1,3,1,2,1,3,3,1,1,1,1,3,3,1,1,3,3,1,4,3,3,1,3,2,3,2,1,19,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,7,5,2,1,4,3,
,NA,NA,NA,2,9,144,2,1,1,18,1,4,"VIH, SIFILIS, GONORREA, HEPATITIS, PAILOMA",CÁNDIDA,EMBARAZO NO DESEADO,4,3,3,1,3,1,1,2,1,2,1,2,2,3,3,1,1,3,2,3,3,2,1,3,3,1,3,3,3,1,3,3,3,3,1,17,1,2,NA,NA,1,1,1,2,2,2,1,2,1,2,2,2,2,7,1,2,2,3,4,
,NA,NA,NA,2,9,144,2,1,1,18,1,3,"VIH, HEPATITIS, GONORREA, SÍFILIS","CÁNDIDA, HONGOS",EMBARAZO NO DESEADO,4,3,3,2,2,1,1,2,1,NA,1,NA,1,4,3,2,2,1,2,2,4,2,1,4,NA,NA,4,1,2,1,3,4,4,3,1,17,1,2,NA,NA,1,1,2,2,2,1,1,2,1,1,2,2,2,7,1,1,1,4,4,
,NA,NA,NA,2,9,144,2,1,1,17,1,5,"HEPATITIS, GONORREA, VIH, SÍFILIS, PAPILOMA","CÁNDIDA, LADILLAS",EMBARAZO NO DESEADO,4,3,2,3,3,2,1,2,1,2,1,2,1,3,3,1,1,1,1,1,4,1,1,3,3,1,4,3,3,1,3,2,3,3,1,16,1,2,NA,NA,1,1,2,1,1,1,1,1,1,1,1,1,2,6,5,2,2,4,4,
,NA,NA,NA,2,9,144,2,1,1,23,1,4,"VIH, HPV, HB, SÍFILIS, GONORREA, CLAMIDIAS","BERRUGUES GENITALS, LADILLAS",EMBARAZO NO DESEADO,3,3,3,3,3,2,1,3,1,3,1,3,1,3,3,1,2,1,2,2,4,2,1,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,16,1,1,1,12,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,2,7,5,1,1,3,3,
,NA,NA,NA,2,9,144,2,1,1,18,1,2,"PAPILOMA HUMANO, SIDA, HEPATITIS","LADILLAS, HONGOS, SÍFILIS, BERRUGAS","EMBRAZO NO DESEADO ROTURA DEL COCCIS, DESGARRAMIENTO ANAL",4,3,3,3,3,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,4,1,1,2,1,4,1,4,3,1,3,1,NA,3,1,19,1,2,NA,NA,1,1,2,1,1,1,1,2,2,1,1,2,2,6,6,2,2,2,2,
,NA,NA,NA,2,9,144,2,1,3,20,3,4,"SIDA, PAILOMA, SÍFILIS",HERPES,EMBARAZO NO DESEADO,4,3,4,3,3,3,2,3,2,3,2,3,2,3,2,1,2,1,1,1,3,1,1,3,3,1,2,3,3,1,3,3,3,2,1,17,3,2,NA,NA,1,1,1,1,2,1,1,2,1,1,1,1,2,6,3,2,1,4,4,
