PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;TIP_TEL;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;US_TELEFON_FIX;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;CIRCUIT_992_1;P1;P2;P3;P4;P5;P5_LITERALS;P6;P7;P8;P9;P10;P11;P12_1;P12_2;P13_A;P13_B;P13_C;P13_D;P13_E;P14;P15;P15_LITERALS;P16_1;P16_2;P16_3;P16_4;P16_LITERALS;P17;P17_LITERALS;P18_A;P18_B;P18_B_LITERALS;P19A_A_FERNANDEZ;P19B_A_FERNANDEZ;P19A_L_BORRAS;P19B_L_BORRAS;P19A_P_ARAGONES;P19B_P_ARAGONES;P19A_S_ILLA;P19B_S_ILLA;P19A_J_ALBIACH;P19B_J_ALBIACH;P19A_C_CARRIZOSA;P19B_C_CARRIZOSA;P19A_D_SABATER;P19B_D_SABATER;P19A_I_GARRIGA;P19B_I_GARRIGA;P19A_A_CHACON;P19B_A_CHACON;P20;P21;P22;P23;P23_LITERALS;P24;P25;P26;P27;P28;P29;P29_LITERALS;P30;P31;P32;P33;P33_LITERALS;P34;P34_LITERALS;P35;P36;P37;P38;P39;P40_1;P40_2;P40_3;P40_4;P40_LITERALS;HORA_ÚLTIMA_PREGUNTA;E1;E2;E3;E4;E5;E6;SUPERVISADA;P5R;P15R;P16_1R;P16_2R;P16_3R;P16_4R;P17R;P18R;P18_CENS;P18R_CENS;P16R
1;149;2021;1; ; ; ;857;Trucada a telèfon fix;851;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;65;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;6;Junts per Catalunya;-;Centre-esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia; ;9;8;9;9;9;Abans que comenci la campanya;Junts per Catalunya;-; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;ERC;-;Sí;Molt deficient;Sí;8;Sí;7;Sí;6;Sí;7;Sí;Molt deficient;Sí;8;Sí;Molt deficient;Sí;5; ;Catalunya;Catalunya;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Totes dues igual: català (valencià/balear) i castellà;-;Classe mitjana; ;2;No contesta;No; ; ; ; ;-; ;Sí;Mai;Poc;Molt;Molt;Molt; ;Junts per Catalunya;Junts per Catalunya; ; ; ; ;Junts per Catalunya;ERC;ERC;ERC; 
1;150;2021;1; ; ; ;646;Trucada a telèfon fix;68;Dona;46;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;GIRONA;De 50.001 a 150.000;GIRONA;Gironès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;50;De 50 a 64 anys;De 50 a 54 anys;Sí, en fa ús;Catalunya; ;1;Molt dolenta;Dolenta;Molt;4;No contesta;-;Centre;9;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;Les propostes electorals; ;9;9;5;3;5;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;No contesta;-;Sí;Molt deficient;Sí;7;Sí;3;Sí;4;Sí;6;Sí;Molt deficient;Sí;3;No; ;Sí;6; ;Catalunya;Altres comunitats autònomes;Catolicisme;-;No contesta;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana; ;4;No contesta;No; ; ; ; ;-; ;No;Quasi mai;Bastant;Molt;Molt;Molt; ;NS/NC;NS/NC; ; ; ; ;Junts per Catalunya;NS/NC;No contesta;NS/NC; 
1;151;2021;1; ; ; ;962;Trucada a telèfon mòbil;670;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;32;De 25 a 34 anys;De 30 a 34 anys;Sí, en fa ús;Catalunya; ;1;Molt dolenta;Dolenta;Bastant;4;Catalunya en Comú Podem;-;Esquerra;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;9;Les propostes electorals; ;6;9;8;9;6;Altres;Catalunya en Comú Podem;-; ; ; ; ;-;PDeCAT;-;Estic segur/a que vaig votar;Catalunya en Comú Podem;-;Sí;3;Sí;4;Sí;5;Sí;5;No; ;Sí;3;Sí;No ho sap;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Amb parella estable;0;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;1;No contesta;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Catalunya en Comú Podem;Catalunya en Comú Podem; ; ; ; ;PDeCAT;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem; 
1;152;2021;1; ; ; ;988;Trucada a telèfon fix;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;MATARÓ;Maresme;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;56;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Ni bona ni dolenta;Ni bona ni dolenta;Bastant;7;PSC;-;Esquerra;No contesta;Massa autonomia;Una regió d’Espanya;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Abans que comenci la campanya;PSC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;PSC;-;No ho sap; ;Sí;No ho sap;Sí;8;Sí;8;No ho sap; ;No ho sap; ;Sí;7;No; ;Sí;7;1965;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;Està en un ERTO; ;Assalariat/ada eventual o interí/ina;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;1;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe mitjana;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Poc;Bastant;Bastant;Bastant; ;PSC;PSC; ; ; ; ;ERC;PSC;PSC;PSC; 
1;153;2021;1; ; ; ;1220;Trucada a telèfon mòbil;828;Dona;27;Universitari grau mig;Espanya; ;TARRAGONA;De 2.001 a 10.000; ;Conca de Barberà;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;40;De 35 a 49 anys;De 40 a 44 anys;No;Resta del món; ;2;Molt dolenta;Molt dolenta;Molt;5;CUP;-;Esquerra;9;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia; ;Ho té molt en compte;8;Ho té molt en compte;8;Ho té molt en compte;Durant la campanya electoral;CUP;-; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;CUP;-;Sí;3;Sí;8;Sí;7;Sí;7;Sí;3;Sí;Molt deficient;Sí;6;Sí;Molt deficient;Sí;6;2001;Resta del món;Resta del món;Cap: Ateisme;-; ;No treballa;Aturat /ada i busca la primera feina; ; ;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;1;Només català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe mitjana;8;Entre 4.001€ i 5.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Bastant;Molt;Bastant; ;CUP;CUP; ; ; ; ;Junts per Catalunya;CUP;CUP;CUP; 
1;154;2021;1; ; ; ;994;Trucada a telèfon fix;850;Dona;50;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;CORNELLÀ DE LLOBREGAT;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania i una altra;Dona;59;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Resta del món; ;1;Dolenta;Molt dolenta;Poc;5;Cap;-;Esquerra;4;No ho sap;Una comunitat autònoma d’Espanya;No;5;No ho sap; ;8;Ho té molt en compte;No ho té gens en compte;No ho té gens en compte;3;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No ho recorda;-;No; ;No; ;No; ;Sí;5;No; ;No; ;No; ;No; ;No; ;1982;Altres comunitats autònomes;Resta del món;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Altres llengües o altres combinacions;PORTUGUES;Classe baixa; ;3;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Poc;Bastant;Bastant;Bastant; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No ho recorda;NS/NC;NS/NC
1;155;2021;1; ; ; ;768;Trucada a telèfon mòbil;138;Home;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;56;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Ni bona ni dolenta;Poc;6;No contesta;-;No ho sap;7;No ho sap;No ho sap;No;7;Les propostes electorals; ;7;7;8;7;5;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;No contesta;-;Sí;3;Sí;6;Sí;6;Sí;5;No; ;Sí;3;Sí;No contesta;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop a l’any;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;1;Més català/ana que espanyol/a;Castellà;-;Castellà;-;Classe mitjana-baixa; ;3;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Quasi mai;Bastant;Poc;Bastant;Poc; ;NS/NC;NS/NC; ; ; ; ;ERC;NS/NC;No contesta;NS/NC; 
1;156;2021;1; ; ; ;715;Trucada a telèfon mòbil;614;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Baix Penedès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;36;De 35 a 49 anys;De 35 a 39 anys;No;Catalunya; ;2;Dolenta;Bona;Molt;5;Podemos;podemos;No ho sap;3;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;2;9;9;6;3;Abans que comenci la campanya;En Comú Podem;comu podem; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;Podemos;podemos;No; ;Sí;4;Sí;4;Sí;4;No; ;No; ;No; ;No; ;Sí;3; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Amb parella estable;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe treballadora baixa;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt;Sí;Catalunya en Comú Podem;Catalunya en Comú Podem; ; ; ; ;NS/NC;Catalunya en Comú Podem;Podemos;Catalunya en Comú Podem; 
1;157;2021;1; ; ; ;1787;Trucada a telèfon fix;138;Home;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;80;65 anys o més;De 80 anys i més;Sí, en fa ús;Altres comunitats autònomes; ;2;Bona;Dolenta;Bastant;5;PSC;-;Esquerra;8;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;Sí;9;La ideologia; ;9;8;9;Ho té molt en compte;9;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No ho recorda;-;No; ;Sí;8;Sí;9;Sí;8;No; ;Sí;4;No; ;No; ;Sí;8;1966;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop al mes;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Va anar a l’escola 5 o més anys però sense completar ESO, EGB o Batxillerat elemental;-;Vidu/a;2;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana;1;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;Sí;Sovint;Gens;Molt;Poc;Molt;Sí;PSC;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No ho recorda;NS/NC;NS/NC
1;158;2021;1; ; ; ;646;Trucada a telèfon mòbil;777;Home;39;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;47;De 35 a 49 anys;De 45 a 49 anys;No;Catalunya; ;1;Dolenta;Bona;Molt;6;ERC;-;Centre-esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;7;9;8;Ho té molt en compte;6;Abans que comenci la campanya;ERC;-; ; ; ; ;-;PSC;-;Estic segur/a que vaig votar;ERC;-;Sí;6;Sí;6;Sí;6;Sí;6;Sí;6;Sí;6;Sí;6;No; ;Sí;6; ;Catalunya;Altres comunitats autònomes;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-alta; ;4;Entre 4.001€ i 5.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;ERC;ERC; ; ; ; ;PSC;ERC;ERC;ERC; 
1;159;2021;1; ; ; ;952;Trucada a telèfon mòbil;695;Dona;54;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;47;De 35 a 49 anys;De 45 a 49 anys;No;Catalunya; ;2;Dolenta;Dolenta;Bastant;Molt bona;Podemos;Podemos;Centre-esquerra;8;Un nivell suficient d’autonomia;Una regió d’Espanya;Sí;Amb tota seguretat aniré a votar;El propi partit; ;6;Ho té molt en compte;Ho té molt en compte;8;Ho té molt en compte;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;Podemos;Podemos;No; ;Sí;8;Sí;8;Sí;5;Sí;7;No; ;No; ;No; ;Sí;7; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Divorciat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe treballadora mitjana;3;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Mai;Bastant;Molt;Molt;Molt; ;Catalunya en Comú Podem;NS/NC; ; ; ; ;NS/NC;Catalunya en Comú Podem;Podemos;Catalunya en Comú Podem; 
1;160;2021;1; ; ; ;794;Trucada a telèfon fix;645;Home;53;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;75;65 anys o més;De 75 a 79 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;Molt dolenta;Cap;-;Centre-dreta;Mínim catalanisme;No ho sap;Una regió d’Espanya;No;Amb tota seguretat no aniré a votar;Les propostes electorals; ;Ho té molt en compte;Ho té molt en compte;No contesta;Ho té molt en compte;5;El mateix dia de les eleccions;No votarà;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;C’s;-;No; ;Sí;3;No; ;Sí;4;No; ;No; ;No; ;No; ;No; ; ;Catalunya;Catalunya;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Vidu/a;5;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe alta; ;1;No ho sap;No; ; ; ; ;-; ;No;Alguna vegada;Bastant;Bastant;Bastant;Bastant; ;Cap;No votaria; ; ; ; ;NS/NC;C's;C’s;C's; 
1;161;2021;1; ; ; ;773;Trucada a telèfon fix;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Baix Camp;Sí;Li és indiferent;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;31;De 25 a 34 anys;De 30 a 34 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Bona;Bastant;5;Cap;-;Centre-esquerra;3;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;No contesta;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;5;7;9;8;6;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;PSC;-;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;Sí;No contesta;No; ;No; ;No; ;Sí;No contesta; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Aturat/ada i ha treballat abans; ;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-;Classe mitjana-baixa; ;1;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Mai;Poc;Molt;Molt;Bastant;Sí;Cap;NS/NC;NS/NC; ; ; ;NS/NC;PSC;PSC;PSC;NS/NC
1;162;2021;1; ; ; ;1013;Trucada a telèfon fix;491;Dona;55;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;CERDANYOLA DEL VALLÈS;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;52;De 50 a 64 anys;De 50 a 54 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Molt dolenta;Bastant;Molt dolenta;PSC;-;Esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;El líder/cap de llista;La ideologia;8;8;8;8;8;Abans que comenci la campanya;PSC;-; ; ; ; ;-;PSC;-;Estic segur/a que vaig votar;PSC;-;No; ;Sí;Molt deficient;Sí;2;Sí;8;Sí;2;Sí;Molt deficient;Sí;Molt deficient;No; ;Sí;Molt deficient; ;Catalunya;Catalunya;Cap: Agnosticisme;-; ;No treballa;No ho sap; ; ;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Català (Valencià/Balear);-;Totes dues igual: català (valencià/balear) i castellà;-; ;Classe treballadora mitjana;4;Entre 3.001€ i 4.000€;Sí;Ceguesa, visual; ; ; ;-; ;No;Quasi mai;Poc;Molt;Bastant;Bastant; ;PSC;PSC; ; ; ; ;PSC;PSC;PSC;PSC; 
1;163;2021;1; ; ; ;1019;Trucada a telèfon fix;491;Dona;55;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Maresme;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;65;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Catalunya; ;1;Molt dolenta;Dolenta;Gens;7;ERC;-;Esquerra;6;Un nivell suficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista; ;8;6;5;8;8;El mateix dia de les eleccions;ERC;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;ERC;-;No; ;Sí;6;Sí;7;Sí;Molt deficient;No; ;No; ;No; ;No; ;Sí;5; ;Catalunya;Catalunya;Catolicisme;-;Sí, algun cop a l’any;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració Pública + empreses públiques);ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;1;Més català/ana que espanyol/a;Castellà;-;Català (Valencià/Balear);-;Classe baixa; ;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Poc;Bastant;Bastant;Bastant; ;ERC;ERC; ; ; ; ;NS/NC;ERC;ERC;ERC; 
1;164;2021;1; ; ; ;731;Trucada a telèfon fix;237;Dona;40;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Oriental;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;56;De 50 a 64 anys;De 55 a 59 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Molt dolenta;Gens;7;Cap;-;No contesta;5;Un nivell suficient d’autonomia;Una regió d’Espanya;No;Amb tota seguretat aniré a votar;La ideologia;Les propostes electorals;5;Ho té molt en compte;8;Ho té molt en compte;8;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;no lem inetresa politica y no sabe que votar, pero votara;No ho recorda;-;Estic segur/a que vaig votar;No ho recorda;-;No; ;Sí;5;No; ;Sí;7;Sí;5;No; ;No; ;Sí;5;Sí;5; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Treball domèstic no remunerat; ; ;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe treballadora baixa;6;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Poc;Molt;Molt;Bastant; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No ho recorda;NS/NC;NS/NC
1;165;2021;1; ; ; ;1002;Trucada a telèfon mòbil;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;65;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Catalunya; ;1;Ni bona ni dolenta;Molt dolenta;Bastant;6;Catalunya en Comú Podem;-;Esquerra;7;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;8;Ho té molt en compte;9;8;5;Abans que comenci la campanya;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;No; ;Sí;5;Sí;4;Sí;8;No; ;Sí;Molt deficient;Sí;6;No; ;Sí;3; ;Catalunya;Catalunya;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració Pública + empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Casat/ada;2;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana; ;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;Sí;Mai;Gens;Molt;Molt;Molt; ;Catalunya en Comú Podem;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
1;166;2021;1; ; ; ;694;Trucada a telèfon fix;144;Dona;47;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;TERRASSA;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;52;De 50 a 64 anys;De 50 a 54 anys;Sí, en fa ús;Catalunya; ;2;Molt dolenta;Dolenta;Bastant;6;ERC;-;Centre-esquerra;8;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;4;Ho té molt en compte;9;7;6;Durant la campanya electoral;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;Sí;Molt deficient;Sí;5;Sí;7;Sí;6;Sí;5;Sí;Molt deficient;Sí;5;No; ;Sí;4; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, algun cop a l’any;No treballa;Aturat /ada i busca la primera feina; ; ;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;1;Més català/ana que espanyol/a;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe treballadora baixa;3;Inferiors a 1.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt;Sí;ERC;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
